pathway	pval	padj	ES	NES	nMoreExtreme	size	leadingEdge
3131	GO_REGULATION_OF_TRANSLATIONAL_FIDELITY	0.215205953367689	0.600459664203172	-0.431545002624529	-1.18970663972824	23886	19	c("TARS2", "CDK5RAP1", "AARS2", "AARS1", "AARSD1", "LARS2", "YRDC", "VARS2", "VARS1")
3132	GO_GROWTH_FACTOR_COMPLEX	0.215358636702377	0.600693821913145	-0.837060963003597	-1.22475613927154	49993	2	IGFBP5
3133	GO_PHOSPHATIDYLINOSITOL_3_KINASE_COMPLEX_CLASS_I	0.215432048900019	0.600706791953579	0.775254549335385	1.23093229146496	64003	4	c("PIK3CG", "PIK3CA", "PIK3R1")
3134	GO_POSITIVE_REGULATION_OF_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY	0.215549436365201	0.600842334424504	0.646935079623282	1.23833392660608	75146	10	c("CACNA2D1", "CACNB3", "CACNB2", "KCNE3", "CDK5")
3135	GO_POSITIVE_REGULATION_OF_GUANYLATE_CYCLASE_ACTIVITY	0.215810202900715	0.601175964054662	0.854972257789159	1.19874162815572	57807	2	c("ADORA2B", "NOS3")
3136	GO_POSITIVE_REGULATION_OF_MONOCYTE_CHEMOTAXIS	0.215827668301638	0.601175964054662	0.646817977307436	1.23810977463911	75243	10	c("CXCL12", "ANO6", "AIF1", "LGMN")
3137	GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OSMOTIC_STRESS	0.215875572257266	0.601175964054662	0.677667413284394	1.24071353619218	72381	8	c("PTGS2", "CASP3", "YBX3")
3138	GO_FATTY_ACID_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.216064861250418	0.601311708549556	-0.686208065767072	-1.27911209607092	41359	5	c("MFSD2A", "SLC27A5")
3139	GO_TRNA_TRANSCRIPTION	0.216111033532272	0.601311708549556	-0.58526072198169	-1.25641379120016	35594	8	c("GTF3C2", "GTF3C5", "BRF1")
3140	GO_COLUMNAR_CUBOIDAL_EPITHELIAL_CELL_DIFFERENTIATION	0.216130810994231	0.601311708549556	0.451721225190891	1.16858341789564	101909	77	c("GATA4", "HIF1A", "SOX4", "GATA6", "GATA5", "RARG", "SIDT2", "CDH2", "JAG1", "KLF5", "PAFAH1B1", "RARB", "YIPF6", "BMP4", "SMO", "JAG2", "RIPOR2", "WNT11")
3141	GO_NEGATIVE_REGULATION_OF_GENE_SILENCING_BY_MIRNA	0.216399178097407	0.601728656165162	0.621770021872868	1.23405944557293	77933	12	c("PPARG", "ZMPSTE24", "ESR1", "TGFB1", "PPP3CA")
3142	GO_POTASSIUM_CHANNEL_REGULATOR_ACTIVITY	0.216418433799329	0.601728656165162	0.526117616354995	1.20920660732996	89493	28	c("KCNMB4", "KCNIP3", "WNK4", "SGK1", "KCNAB2", "FLNA", "KCNE3", "SGK3")
3143	GO_SPECIFICATION_OF_ANIMAL_ORGAN_IDENTITY	0.216504856824211	0.601777419413397	0.554810840017573	1.21881062603387	85610	21	c("SPRY1", "GATA5", "ROBO1", "AXIN2", "FRS2", "BMP4", "MEF2C", "WNT2B", "SMARCD3", "BMP2", "FGFR1", "RBPJ")
3144	GO_POSITIVE_REGULATION_OF_AMYLOID_BETA_FORMATION	0.216776519934088	0.60234086454968	0.593113853609347	1.22766914637639	81037	15	c("GSAP", "CASP3", "EPHA4", "ABCA2", "ABCG1", "PICALM", "IFNGR1", "ROCK2", "EFNA1")
3145	GO_PROTEIN_IMPORT_INTO_MITOCHONDRIAL_MATRIX	0.216940515567562	0.60260487885476	-0.478203756556629	-1.21072868750046	28267	14	c("TOMM40L", "PAM16", "TIMM44", "TIMM17B", "DNLZ")
3146	GO_NEGATIVE_REGULATION_OF_GLUCOSE_IMPORT	0.217356581924664	0.603568690303199	-0.559694952558221	-1.24560263389474	34292	9	c("ENPP1", "GSK3A", "SIRT6")
3147	GO_NEUROTRANSMITTER_BINDING	0.217629739054769	0.603679684113091	-0.404439153128337	-1.17284001894688	21508	23	c("ACHE", "NIPSNAP1", "GSS", "CEP104", "SLC6A12", "GLDC", "CRHBP", "CBS")
3148	GO_DIGESTION	0.217703804258724	0.603679684113091	0.468147098791083	1.1797280309303	99590	58	c("LIMA1", "AKR1C1", "SERPINA3", "AKR1C2", "NPR3", "TJP2", "TYMP", "PRSS3", "WNK4", "SOX9", "COPA", "SGK1", "AQP1", "STRAP")
3149	GO_ESC_E_Z_COMPLEX	0.217731310414344	0.603679684113091	0.610567650074579	1.23067498211095	79489	13	c("RBBP7", "AEBP2", "RBBP4", "JARID2", "MTF2", "EED", "TRIM37", "SUZ12", "HDAC2", "SIRT1")
3150	GO_REGULATION_OF_DOPAMINE_UPTAKE_INVOLVED_IN_SYNAPTIC_TRANSMISSION	0.217745063632502	0.603679684113091	-0.778640942462011	-1.25545843217871	47153	3	c("RAB3B", "TOR1A", "SNCA")
3151	GO_POSITIVE_REGULATION_OF_INTRACELLULAR_ESTROGEN_RECEPTOR_SIGNALING_PATHWAY	0.217819271992039	0.603679684113091	-0.559392805052788	-1.24493020380247	34365	9	c("AR", "PARP1", "WBP2", "PAK1")
3152	GO_ERROR_PRONE_TRANSLESION_SYNTHESIS	0.217833538507207	0.603679684113091	-0.438200378056419	-1.19078726419817	24949	18	c("MAD2L2", "RPA3", "RPA2", "PCNA", "RFC5", "RFC2")
3153	GO_MICROFILAMENT_MOTOR_ACTIVITY	0.217944960461046	0.603679684113091	0.610456083225055	1.23045010525984	79567	13	c("MYH10", "MYO1B")
3154	GO_POSITIVE_REGULATION_OF_RUFFLE_ASSEMBLY	0.217999365800809	0.603679684113091	-0.537669429446277	-1.23550046950727	32998	10	c("EPS8L2", "HRAS", "DEF8", "COBL")
3155	GO_ANDROGEN_RECEPTOR_BINDING	0.218024502971849	0.603679684113091	0.500768981268108	1.19760365947202	94014	37	c("TCF21", "NCOA3", "WIPI1", "CDK7", "KDM5D", "ARID5A", "KDM3A", "RB1", "PIAS1", "PARK7", "NRIP1")
3156	GO_POSITIVE_REGULATION_OF_LYMPHOCYTE_CHEMOTAXIS	0.218217020910421	0.603679684113091	0.645673428544074	1.2359189310615	76076	10	c("ADAM10", "PTK2B", "ADAM17")
3157	GO_REGULATION_OF_POTASSIUM_ION_TRANSMEMBRANE_TRANSPORT	0.218308095902987	0.603679684113091	0.485441849051052	1.19002890114521	96780	45	c("PTEN", "ANK3", "KLHL24", "KCNIP3", "GAL", "ATP1B3", "WNK4", "RNF207", "ACTN2", "KCNAB2", "ANO6", "FLNA", "KCNE3")
3158	GO_REGULATION_OF_KERATINOCYTE_MIGRATION	0.218326053261942	0.603679684113091	0.632543803226777	1.23423821779008	77472	11	c("FGF7", "PTEN", "ADAM9", "HAS2", "MAP4K4")
3159	GO_POSITIVE_REGULATION_OF_MESODERM_DEVELOPMENT	0.218333862206709	0.603679684113091	0.853777208706786	1.19706607076812	58483	2	c("SMAD2", "GJA1")
3160	GO_REGULATION_OF_DENDRITIC_CELL_DIFFERENTIATION	0.218420887662989	0.603679684113091	-0.684846511441312	-1.27657411860546	41810	5	c("TMEM176B", "TMEM176A", "ZBTB46")
3161	GO_PROTEIN_INSERTION_INTO_MITOCHONDRIAL_INNER_MEMBRANE	0.218433090828924	0.603679684113091	-0.519539365175514	-1.22700300130279	31705	11	c("TIMM10", "COX18")
3162	GO_SIGNAL_RECOGNITION_PARTICLE_RECEPTOR_COMPLEX	0.218697759946506	0.604045313817013	-0.684681178651241	-1.27626593340303	41863	5	DERL3
3163	GO_RESPONSE_TO_EPINEPHRINE	0.218703677610258	0.604045313817013	0.632384132516281	1.23392666356704	77606	11	c("RNLS", "ATP2B4", "STAR")
3164	GO_INTRAMOLECULAR_OXIDOREDUCTASE_ACTIVITY_INTERCONVERTING_ALDOSES_AND_KETOSES	0.218832774702168	0.604210846965278	0.717204204363774	1.23757152969769	69727	6	c("TPI1", "GNPDA2")
3165	GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	0.218988910196758	0.604270584676055	0.564685549821515	1.21942171808517	85187	19	c("ID2", "LYN", "ATM", "CASP3", "INPP5D", "TNFRSF21")
3166	GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	0.218992750810942	0.604270584676055	0.438085741797582	1.1548607121132	105520	99	c("KCNMB4", "MAOB", "SNX4", "P2RX1", "SYN1", "ADORA2B", "APLN", "RGS2", "SNCG", "FMR1", "SNCAIP", "RAP1B", "STXBP1", "DNM1L", "CACNB2", "NLGN1", "RAB5A", "ADORA2A", "SLC30A1", "P2RY1", "PREPL", "PSEN1", "ARL6IP5", "ASIC1", "BACE1", "CNR1", "MEF2C", "CDK5", "RAB3GAP1", "PFN2")
3167	GO_POSITIVE_REGULATION_OF_TRANSPORTER_ACTIVITY	0.219268848503418	0.604841383178359	0.453103746050851	1.16845071348611	103049	74	c("CCL2", "CACNA2D1", "ANK3", "GAL", "ATP1B3", "TCAF1", "GSTM2", "WNK4", "RNF207", "CACNB3", "ACTN2", "CACNB2", "SGK1", "KCNE3", "DMD")
3168	GO_ORGANELLE_ENVELOPE_LUMEN	0.219459198454853	0.605175365436109	-0.292892475360131	-1.1009051343312	6362	76	c("COX17", "TRAP1", "GATM", "TIMM10", "DTYMK", "SORL1", "CIAPIN1", "TIMM8A", "TUBB", "MICU1", "UQCC2", "GFER", "NDUFB7", "AK2", "TIMM13", "HAX1", "CPOX", "SNCA", "STOML2", "IGF2R", "CHCHD4", "CEP89", "SHMT2")
3169	GO_ER_MEMBRANE_INSERTION_COMPLEX	0.219538824807757	0.605203904550509	-0.684140687407975	-1.27525844176664	42024	5	c("BAG6", "GET4", "SGTA")
3170	GO_PROTEIN_TRANSPORT_INTO_MEMBRANE_RAFT	0.220052141086486	0.606146965579558	-0.727277915859977	-1.26995780481271	44650	4	c("REEP2", "RFTN1")
3171	GO_SPERM_AXONEME_ASSEMBLY	0.220180054875537	0.606146965579558	0.659356754491607	1.23599845391204	75351	9	c("CFAP43", "SPAG16", "BBS2", "ARMC2", "TTLL1", "TPGS1", "IQCG", "UBE2B")
3172	GO_REGULATION_OF_MEMBRANE_DEPOLARIZATION_DURING_ACTION_POTENTIAL	0.220211648759997	0.606146965579558	0.772859256128777	1.22712909707149	65423	4	c("ANK3", "SLMAP")
3173	GO_POSITIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	0.220302326248458	0.606146965579558	0.644689449848025	1.23403544345856	76803	10	c("SOD2", "ENG", "PIAS1", "SMARCD3")
3174	GO_EPITHELIAL_CELL_FATE_COMMITMENT	0.220344865885489	0.606146965579558	0.619899230800013	1.23034638879481	79354	12	c("PDPN", "JAG2", "ACVR1", "RBPJ", "RARA")
3175	GO_VALINE_METABOLIC_PROCESS	0.220398824991526	0.606146965579558	0.716369783587035	1.23613169514179	70226	6	c("BCAT1", "HIBADH", "HIBCH", "ACAD8")
3176	GO_MORPHOGENESIS_OF_AN_EPITHELIAL_FOLD	0.220457306854366	0.606146965579558	0.576567610616713	1.22130675982763	84189	17	c("SULF1", "HIF1A", "BMP4", "GLI2")
3177	GO_REGULATION_OF_CHOLESTEROL_EFFLUX	0.220461001647361	0.606146965579558	0.570025957191646	1.21949253039306	84979	18	c("APOE", "PLTP", "ABCA1", "NFKBIA", "ABCA2", "ABCG1", "NR1H3", "LRP1")
3178	GO_ENDORIBONUCLEASE_ACTIVITY_PRODUCING_3_PHOSPHOMONOESTERS	0.220505386516923	0.606146965579558	0.694306762855621	1.23704040715313	72252	7	c("RNASE1", "TSEN34", "TSEN15")
3179	GO_ERYTHROCYTE_DEVELOPMENT	0.220786274931981	0.606390146729247	0.531693716307361	1.20817978898615	90237	26	c("G6PD", "PTBP3", "ADGRF5", "RPS6")
3180	GO_NEGATIVE_REGULATION_OF_MOLECULAR_FUNCTION_IN_OTHER_ORGANISM	0.220863304836867	0.606390146729247	0.7161288356954	1.23571592756957	70374	6	c("PTX3", "RAB9A", "ANXA2")
3181	GO_BIOTIN_METABOLIC_PROCESS	0.220919572331473	0.606390146729247	-0.58213474570667	-1.24970307312976	36386	8	c("SLC5A6", "PC")
3182	GO_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	0.220938159043947	0.606390146729247	-0.39248994540939	-1.16378670656841	20742	25	c("ADK", "AMPD3", "PFAS", "RFK", "CAD", "GART", "UCKL1", "UPP1", "UCK1", "ATIC", "UMPS", "AMPD2")
3183	GO_REGULATION_OF_TRANSCRIPTION_INITIATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.220940915411996	0.606390146729247	0.54817237917904	1.21346382453696	88017	22	c("ATF7IP", "TAF1", "CAND1", "THRA", "ESR1", "CREB1", "TAF7", "PSMC2", "GTF2B", "SUB1", "PSMC6")
3184	GO_POLYOL_METABOLIC_PROCESS	0.221136046922773	0.606735083516754	0.438954341070178	1.15495038374537	106319	96	c("PLCL1", "PLCB1", "TPI1", "MTMR2", "PTEN", "PTK2B", "SPHK1", "PLCD4", "SPR", "PLCD1", "MYOF", "ITPKC", "ASAH1", "SYNJ1", "ACER2", "SPTLC1", "P2RY1", "PLCD3", "INPP5D", "AKR1B1", "IPMK", "IP6K2", "IMPAD1", "ABCA2")
3185	GO_NEURON_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_OXIDATIVE_STRESS	0.221539241563399	0.607650491145324	0.674824882948651	1.23550926371949	74280	8	c("HIF1A", "FBXW7", "PARK7")
3186	GO_GLUCOCORTICOID_BIOSYNTHETIC_PROCESS	0.22178103423982	0.608122760552123	0.630950489809853	1.23112929742433	78698	11	c("HSD11B1", "REST", "ATP1A1", "BMP2", "DGKQ", "DKK3")
3187	GO_POSITIVE_REGULATION_OF_GLYCOGEN_STARCH_SYNTHASE_ACTIVITY	0.221882561554517	0.608210247172972	-0.776469710477938	-1.25195759969744	48049	3	IGF2
3188	GO_RNA_DEPENDENT_ATPASE_ACTIVITY	0.222391131728519	0.609300908055677	-0.682675923749353	-1.27252807905729	42570	5	c("DDX11", "IGHMBP2")
3189	GO_CELLULAR_RESPONSE_TO_INSULIN_LIKE_GROWTH_FACTOR_STIMULUS	0.222419939994225	0.609300908055677	0.715397595886119	1.23445413690543	70870	6	c("PTEN", "CRK", "CREB1")
3190	GO_AMINOACYL_TRNA_EDITING_ACTIVITY	0.222769587164491	0.609876249911937	-0.501436105557928	-1.21444617261844	31156	12	c("TARS2", "AARS2", "AARS1", "AARSD1", "LARS2", "VARS2", "VARS1")
3191	GO_AMINOACYL_TRNA_METABOLISM_INVOLVED_IN_TRANSLATIONAL_FIDELITY	0.222769587164491	0.609876249911937	-0.501436105557928	-1.21444617261844	31156	12	c("TARS2", "AARS2", "AARS1", "AARSD1", "LARS2", "VARS2", "VARS1")
3192	GO_MAST_CELL_MIGRATION	0.222908215392116	0.610030903406004	0.608213506704978	1.22592991356872	81379	13	c("CCL11", "RAC2", "SWAP70", "PIK3CD", "STAT5B", "VEGFB")
3193	GO_RESPONSE_TO_INSECTICIDE	0.222965736558536	0.610030903406004	0.60817931408898	1.22586099410161	81400	13	c("SCN1B", "MAPK13", "STAR", "MAP1B")
3194	GO_NEGATIVE_REGULATION_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	0.223392021765938	0.610918414497626	0.530638773548759	1.20578261843403	91302	26	c("PKDCC", "MRAP", "TMEM59", "DAB2", "TGFB1", "RHOQ", "CLTC", "PICALM")
3195	GO_INSULIN_RECEPTOR_BINDING	0.223429983324166	0.610918414497626	-0.436021220615481	-1.18486551456651	25590	18	c("IGF2", "IRS1", "ENPP1", "PDPK1", "SORBS1")
3196	GO_NEGATIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	0.223513288992598	0.610954972665623	0.582316088563612	1.21980335604426	84483	16	c("MDFIC", "ANGPT1", "RAB23", "PKIA", "PKIG", "PARK7", "CDK5", "CD36", "APOD")
3197	GO_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	0.223695244996771	0.611127940724348	0.657657039512491	1.23281224997621	76554	9	c("IL33", "IL6", "CD40")
3198	GO_REGULATION_OF_MRNA_BINDING	0.223775922898202	0.611127940724348	0.643098281862693	1.23098970152675	78014	10	c("EIF3C", "FMR1", "EIF4A3", "EIF3E")
3199	GO_AMP_METABOLIC_PROCESS	0.223786433422297	0.611127940724348	-0.534430556533853	-1.22805792435812	33874	10	c("NT5E", "ADK", "AMPD3")
3200	GO_XENOBIOTIC_CATABOLIC_PROCESS	0.224049598421868	0.611645907582271	0.629910902475012	1.22910082380266	79503	11	c("GSTM3", "GSTM2")
3201	GO_SEQUESTERING_OF_TRIGLYCERIDE	0.22411615988693	0.611645907582271	0.607651373367263	1.22479686396275	81820	13	c("IL1B", "PPARG", "ABHD5", "PPARA", "PLIN5")
3202	GO_REGULATION_OF_NEUTROPHIL_CHEMOTAXIS	0.224186148818502	0.611645907582271	0.574927478843841	1.21783257226605	85613	17	c("EDN1", "MPP1", "MDK", "JAM3", "SLIT2", "RAC2")
3203	GO_NEGATIVE_REGULATION_BY_HOST_OF_VIRAL_PROCESS	0.22457046152081	0.612406683298005	0.642687592308238	1.23020357812024	78291	10	c("PTX3", "VAPA", "EIF2AK4")
3204	GO_POSTSYNAPTIC_DENSITY_PROTEIN_95_CLUSTERING	0.224605198407373	0.612406683298005	0.673391327631542	1.23288462595183	75308	8	c("CDH2", "NRXN2", "NLGN1", "CRIPT", "ZMYND8")
3205	GO_MALATE_METABOLIC_PROCESS	0.224952610502266	0.613162560170919	0.714165689969059	1.23232842196826	71677	6	c("ME1", "ME2", "MDH1B")
3206	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER	0.225093089944146	0.613310564521079	0.589416006267547	1.22001507951906	84146	15	c("CDC73", "EAPP", "RTF1", "WDR61", "GTF2F2", "LEO1", "ELOC", "CTR9", "GTF2F1", "SUPT16H", "CDK12")
3207	GO_ADENYLATE_CYCLASE_BINDING	0.225147319187168	0.613310564521079	-0.533544070503797	-1.22602088478257	34080	10	c("ADRB2", "RAF1", "ADCYAP1R1")
3208	GO_CHOLESTEROL_EFFLUX	0.225283150333334	0.61348927721696	0.510378280849958	1.19624893483141	95057	32	c("APOE", "PLTP", "SOAT1", "ABCA5", "ABCA1", "NPC2", "STX12", "NFKBIA", "ABCA2", "ABCG1", "NR1H3", "LRP1")
3209	GO_PHOSPHORIC_DIESTER_HYDROLASE_ACTIVITY	0.225458592125897	0.613549311200786	0.451423465869936	1.16411765600565	105958	74	c("PLCL1", "PLCXD3", "PDE10A", "PDE1A", "PLCB1", "GPCPD1", "PLCD4", "PLCD1", "PLD1", "PDE7B", "PRKAR2B", "PDIA3", "PLCD3", "PDE3A", "PDE1C", "HMOX1", "PDE4C", "F2RL2", "PDE4A")
3210	GO_NEGATIVE_REGULATION_OF_MYELOID_CELL_APOPTOTIC_PROCESS	0.225479184248393	0.613549311200786	-0.57922009995928	-1.24344603079642	37137	8	c("MAEA", "IRF7")
3211	GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_DIFFERENTIATION	0.225515892658622	0.613549311200786	0.597800511090207	1.22184550689453	83372	14	c("EREG", "PDCD4", "NFATC1", "NFATC2", "FOXO4")
3212	GO_RESPONSE_TO_LEPTIN	0.225975948957086	0.61460955482226	0.561819514926347	1.21323260062491	87905	19	c("EDN1", "NR4A3", "PTEN", "STAR", "BBS2", "LEPR", "STAT3", "UGCG", "BBS4")
3213	GO_MRNA_5_UTR_BINDING	0.22617463815773	0.614958493291605	0.546097430335391	1.20887060631735	90102	22	c("MYH10", "RPL5", "FMR1", "RSL1D1", "IGF2BP3", "RPL26", "IGF2BP2", "SYNCRIP", "RPS13", "GNL3", "IGF2BP1", "LARP6", "UTP23", "RARA")
3214	GO_SCF_UBIQUITIN_LIGASE_COMPLEX	0.226273247026352	0.615018787775464	0.466833891255766	1.17423972383858	103295	57	c("CUL4B", "FBXO32", "FBXW7", "FBXL2", "SKP1", "FBXL3", "FBXO4", "CUL2", "FBXO27", "AMN1", "FBXL7", "FBXL15", "FBXL19", "ARIH1", "FBXL12", "FBXO2")
3215	GO_CARDIOLIPIN_ACYL_CHAIN_REMODELING	0.226337614777715	0.615018787775464	0.769730534382648	1.22216138081414	67243	4	c("PLA2G4A", "HADHB", "LCLAT1")
3216	GO_HEPARAN_SULFATE_N_ACETYLGLUCOSAMINYLTRANSFERASE_ACTIVITY	0.226507647943831	0.61528943172802	-0.680246898166793	-1.26800030365021	43358	5	c("NDST1", "NDST2")
3217	GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	0.22658554407313	0.61530970252498	0.672399088726834	1.23106797634456	75972	8	c("IL6", "RPL39")
3218	GO_NEGATIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT	0.226920732102785	0.616028438673067	0.567280340834375	1.21361865991966	87469	18	c("MAOB", "RGS2", "FMR1", "RAP1B", "SLC30A1", "ARL6IP5", "ASIC1", "RAP1A")
3219	GO_OLFACTORY_BEHAVIOR	0.227388678341111	0.617107018946239	0.65583243306801	1.22939193050725	77818	9	c("CFAP69", "ADCY3", "UBR3")
3220	GO_APOLIPOPROTEIN_A_I_BINDING	0.22762036108325	0.617543936156295	-0.679615011236953	-1.26682244775543	43571	5	c("LCAT", "SCARB1")
3221	GO_MITOCHONDRIAL_INTERMEMBRANE_SPACE_PROTEIN_TRANSPORTER_COMPLEX	0.227808425275827	0.617816296894941	-0.679512078369011	-1.26663057785032	43607	5	c("TIMM10", "TIMM13", "TIMM8B")
3222	GO_CELL_SURFACE_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_DEVELOPMENT	0.22802572694469	0.617816296894941	0.53638051930491	1.20384698793696	92071	24	c("HAND2", "SOX17", "SNAI1", "JAG1", "VANGL2", "SNAI2", "BMP4", "DLL4", "TGFB1")
3223	GO_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE	0.228048537791185	0.617816296894941	0.573224776791464	1.21422584603264	87088	17	c("NAMPT", "PLK2", "TWIST1")
3224	GO_POSITIVE_REGULATION_OF_NUCLEASE_ACTIVITY	0.22812023775553	0.617816296894941	-0.57769231258604	-1.24016623932286	37572	8	c("DDX11", "PCNA", "HSPA1A")
3225	GO_ANION_CHANNEL_ACTIVITY	0.228158221731327	0.617816296894941	0.492930036414071	1.18699548898768	99152	39	c("CLCN5", "GPR89A", "GPR89B", "CLIC3", "TTYH2", "CLIC4", "ANO6", "LRRC8D", "FXYD1", "VDAC2")
3226	GO_PLATELET_ACTIVATING_FACTOR_METABOLIC_PROCESS	0.228197692664984	0.617816296894941	0.712583733806444	1.22959867792023	72711	6	c("PLA2G4A", "PLA2G5", "PAFAH1B1", "LPCAT2")
3227	GO_VOLTAGE_GATED_CALCIUM_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL	0.228215795567763	0.617816296894941	0.768860863308876	1.22078053602119	67801	4	c("CACNA2D1", "CACNB2")
3228	GO_FIBRINOGEN_BINDING	0.228323504860382	0.617916399770847	0.76880698048033	1.22069498203938	67833	4	c("THBS1", "CDH5", "ITGB3")
3229	GO_NEURON_DEATH_IN_RESPONSE_TO_HYDROGEN_PEROXIDE	0.228599509922719	0.618471761748179	0.768678910430655	1.22049163520337	67915	4	c("NR4A3", "PARK7")
3230	GO_TERMINAL_BOUTON	0.228998244782391	0.619358720253552	-0.361768456503398	-1.1398384468349	17873	32	c("PRSS12", "AP3D1", "SYT11", "CCK", "NTRK2", "UNC13A", "CAD", "UNC13B", "OPHN1", "ILK", "SNCA", "CPLX1", "LRRK2")
3231	GO_NEGATIVE_REGULATION_OF_RECEPTOR_BIOSYNTHETIC_PROCESS	0.229088823283503	0.619411934448988	0.737428914135624	1.22575589738242	70691	5	c("PPARG", "ITGAV", "PPARA", "ITGB3")
3232	GO_EMBRYONIC_HINDLIMB_MORPHOGENESIS	0.229465858651785	0.62023940011819	0.554642223056672	1.20854331554001	90004	20	c("GPC3", "RARG", "OSR1", "TWIST1", "ZBTB16", "OSR2", "RARB", "BMP4", "GNAS")
3233	GO_REGULATION_OF_SYNAPSE_STRUCTURAL_PLASTICITY	0.229643597547528	0.620342843046201	-0.639265114024576	-1.25867494742038	41649	6	c("SHANK3", "PPP1R9A", "CAMK2B", "CAMK1")
3234	GO_NEGATIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	0.22964614862768	0.620342843046201	0.51781310306019	1.19624560515264	95459	29	c("PTGS2", "ICAM1", "REM1", "FMR1", "GSTM2", "CACNB3", "SRI", "SLC30A1", "SESTD1", "NOS3")
3235	GO_RESPONSE_TO_GONADOTROPIN_RELEASING_HORMONE	0.229902229250856	0.620780442038363	0.737023770698889	1.22508246710685	70942	5	c("MGARP", "RAP1B", "GPR173", "ANXA5")
3236	GO_INO80_TYPE_COMPLEX	0.229969687987072	0.620780442038363	-0.411920314369745	-1.16584530617379	24049	21	c("DMAP1", "EP400", "SRCAP", "MCRS1", "INO80E", "NFRKB", "ING3", "RUVBL2", "INO80C", "RUVBL1", "TRRAP")
3237	GO_NEGATIVE_REGULATION_OF_SINGLE_STRANDED_VIRAL_RNA_REPLICATION_VIA_DOUBLE_STRANDED_DNA_INTERMEDIATE	0.230021324505286	0.620780442038363	0.670820147070595	1.22817715667793	77124	8	c("RESF1", "TASOR", "MPHOSPH8", "APOBEC3B")
3238	GO_CELL_DIFFERENTIATION_IN_HINDBRAIN	0.230125752226206	0.620870466784477	0.604905175324797	1.2192615605015	84014	13	c("GATA2", "MTPN", "FAIM2", "ATP7A", "HERC1", "KNDC1")
3239	GO_OXIDOREDUCTASE_ACTIVITY_ACTING_ON_A_SULFUR_GROUP_OF_DONORS	0.230270028850297	0.621067913564739	0.481525705887419	1.18042873264953	102083	45	c("TXNRD1", "PCYOX1", "QSOX1", "DNAJC10", "SELENBP1", "PCYOX1L", "PDIA3", "TXNRD3", "TMX3", "TXNDC12", "ENOX2", "DLD", "IFI30", "PDIA6", "SRXN1", "GLRX", "TMX1", "SH3BGRL3", "GSTO2")
3240	GO_RETINOID_X_RECEPTOR_BINDING	0.230512636692418	0.621516582898265	0.587076757027826	1.21517313543056	86172	15	c("PPARG", "NR1H4", "RARG", "ARID5A", "RARB", "NRIP1", "VDR")
3241	GO_CD8_POSITIVE_ALPHA_BETA_T_CELL_PROLIFERATION	0.230578668174597	0.621516582898265	0.767682159591775	1.21890901592667	68503	4	c("VSIR", "SH3RF1")
3242	GO_ADENYLATE_CYCLASE_ACTIVATING_ADRENERGIC_RECEPTOR_SIGNALING_PATHWAY_INVOLVED_IN_HEART_PROCESS	0.230839245458747	0.621874182516862	0.804377621776052	1.20631662834688	65432	3	c("ATP2B4", "CHGA")
3243	GO_NEGATIVE_REGULATION_OF_GLIOGENESIS	0.230853705803821	0.621874182516862	0.514189330214011	1.19392958671389	96488	30	c("ID4", "ID2", "DLX2")
3244	GO_POSITIVE_REGULATION_OF_CHROMATIN_BINDING	0.230936851467536	0.621906391621577	-0.483369209259331	-1.19820552143657	31157	13	c("DDX11", "PYGO2")
3245	GO_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	0.231347315954303	0.622819769546006	-0.6382126825456	-1.25660277250046	41958	6	c("UNG", "NEIL2", "SMUG1", "MUTYH")
3246	GO_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_INTERNALIZATION	0.231635469248259	0.622870515628798	-0.497093414925653	-1.20392845369319	32396	12	c("SCRIB", "DNM2")
