From	To
uniprot:Q8VC16	Lrrc14
uniprot:Q8C9W3	Adamts2
uniprot:D3Z5I9	Rbm33
uniprot:O08543	Efna5
uniprot:A2APM2	Cd44
uniprot:A2AJN8	Slc4a11
uniprot:Q6P539	Fam222b
uniprot:Q9D7P2	2300009A05Rik
uniprot:Q9D4N6	4930589L23Rik
uniprot:Q504M8	Rab26
uniprot:Q50H32	Grxcr1
uniprot:Q9DB07	Ift46
uniprot:B1AR17	Chd3
uniprot:Q8R400	Adig
uniprot:E9PY98	Arel1
uniprot:Q9EPK8	Trpv4
uniprot:E9QPH6	Krtap5-3
uniprot:Q3V1Q5	Zbtb2
uniprot:Q91YL2	Rnf126
uniprot:Q3UQI0	Gm10369
uniprot:Q3UQE1	Slc4a9
uniprot:Q8VC29	Zfp709
uniprot:Q6P9T6	Acbd3
uniprot:F6S2R0	Nkain4
uniprot:Q9D154	Serpinb1a
uniprot:Q32P08	Tpr
uniprot:B7ZWN1	Kif20b
uniprot:B7ZNY1	Zfp329
uniprot:Q9D2U5	Naa38
uniprot:E9PYU4	Chd5
uniprot:P40338	Vhl
uniprot:Q5SSM3	Arhgap44
uniprot:B2RS85	Spry2
uniprot:Q9CQ45	Nenf
uniprot:B7ZNL3	Tpm1
uniprot:Q6YND2	Znf653
uniprot:A2A543	Cacnb1
uniprot:Q3V3Y6	Kif9
uniprot:Q921X6	Polr3f
uniprot:F6UDU9	Pnpla7
uniprot:E0CYY2	Ccm2
uniprot:Q3TTY9	A2ml1
uniprot:P50172	Hsd11b1
uniprot:D3YV97	Mbd6
uniprot:Q05CE7	Kdm5c
uniprot:E9Q2D3	Zfp202
uniprot:Q6S9I2	Kng2
uniprot:Q8CD76	Klc1
uniprot:B9EJR8	Dnaaf5
uniprot:Q812E0	Cpeb2
uniprot:Q9QZV9	Nxt1
uniprot:Q3U5H1	Tas1r1
uniprot:Q8BRM6	Mei4
uniprot:Q8C5D8	Pias2
uniprot:D3YWM2	Slc46a3
uniprot:D3YTU3	Riox2
uniprot:Q8K4E6	Oas1b
uniprot:D6RJJ8	Coq4
uniprot:Q6ZQG1	Nup205
uniprot:Q4FJZ6	Gclm
uniprot:D3Z7U7	Ehd2
uniprot:Q8BMI0	Fbxo38
uniprot:Q8BGU0	Cyp4f39
uniprot:F6RL86	Lkaaear1
uniprot:P23336	Ggta1
uniprot:G5E8Y1	Zfp426
uniprot:Q5SQX6	Cyfip2
uniprot:Q3U5K4	Dph7
uniprot:Q3YL73	Gpr34
uniprot:Q8BHJ8	Tmem175
uniprot:P97369	Ncf4
uniprot:E9Q605	Chuk
uniprot:C9W8M5	Nudt16l2
uniprot:F8WJG1	Cnot6l
uniprot:B2RX14	Tut4
uniprot:Q3TU27	Mbd4
uniprot:Q9D8I2	P2yr13
uniprot:Q6P5F7	Ttyh3
uniprot:Q3U1V5	Fgf23
uniprot:Q8C1V2	Gm5420
uniprot:Q6DIB8	Atp2b2
uniprot:Q3TW14	Irf7
uniprot:Q9CRB8	Mtfp1
uniprot:D3YVZ5	Ttll5
uniprot:Q8VD58	Evi2b
uniprot:Q8VE28	Nkd2
uniprot:Q3V172	Sel1l2
uniprot:Q3TCJ8	Ccdc69
uniprot:D6REU3	Cstdc5
uniprot:Q9QUH0	Glrx
uniprot:Q5EBQ4	N4bp1
uniprot:Q9D7I0	Shisa5
uniprot:Q8CIM8	Ints4
uniprot:D3Z722	Rps19
uniprot:Q3U552	A930003A15Rik
uniprot:Q99KJ0	Ubxn2a
uniprot:P61079	Ube2d3
uniprot:Q5SZ93	Slc17a3
uniprot:Q9CRA9	Fgfr1op2
uniprot:P81615	Ucn
uniprot:Q80VM9	Otop1
uniprot:Q9D3I6	Krtap7-1
uniprot:Q6NXY7	Dok5
uniprot:A2A600	Kpna2
uniprot:Q3V2B6	Sox2
uniprot:Q5DTJ1	Rnf130
uniprot:Q9DC61	Pmpca
uniprot:Q5R1A8	TRAV19
uniprot:Q58DZ3	Rpl30
uniprot:Q8BTM6	Eif3i
uniprot:D6RIQ9	Pbx4
uniprot:Q80XR4	Tspan3
uniprot:E9Q265	Sumf1
uniprot:Q8C033	Arhgef10
uniprot:Q02596	Glycam1
uniprot:Q91V61	Sfxn3
uniprot:F8WGG5	Pitpna
uniprot:Q497W1	Psg25
uniprot:Q9CQR2	Rps21
uniprot:Q80VZ9	Strada
uniprot:Q3TCF3	Sell
uniprot:E9PY17	Hmgcr
uniprot:Q9QXP4	Donson
uniprot:F8WH69	Ncf1
uniprot:Q60631	Grb2
uniprot:Q07916	Pou6f1
uniprot:Q8CDC9	Sec1
uniprot:Q6P1G2	Kdm2b
uniprot:Q762D5	Slc35d2
uniprot:Q9ESK4	Ing2
uniprot:A0A509	Myot
uniprot:B0R038	4930402H24Rik
uniprot:Q3TP05	Amotl2
uniprot:D3YWW4	Ggt1
uniprot:Q9R118	Htra1
uniprot:B2RUG3	Slc27a3
uniprot:Q8CGE9	Rgs12
uniprot:E0CYN8	Etv1
uniprot:Q9D2T2	Crisp2
uniprot:F8WH35	Gnb1l
uniprot:G3UXE9	Gm8909
uniprot:D3Z2X5	Pafah1b3
uniprot:Q924S2	Oas1c
uniprot:Q0VH02	Cdk10
uniprot:Q8BU49	Galnt17
uniprot:P15314	Irf1
uniprot:Q810B6	Ankfy1
uniprot:A2ABG4	Tbc1d16
uniprot:D3Z269	Lypla1
uniprot:F6SS03	Cenpv
uniprot:D3Z3I9	Hsph1
uniprot:Q5PT54	Slc10a5
uniprot:Q4VAA2	Cdv3
uniprot:Q9DA75	Mfsd2a
uniprot:B2RRE4	Znf518b
uniprot:Q9QYR7	Acot3
uniprot:Q8BY18	Siglecg
uniprot:Q8CAX0	Eva1c
uniprot:Q8C6V9	Igf2r
uniprot:Q9R1R0	Lhx6
uniprot:F6UFG6	Anp32a
uniprot:B1AX94	Ccdc27
uniprot:Q14B21	Mrpl9
uniprot:Q5FWJ9	Nup62
uniprot:Q8BY52	Gbf1
uniprot:Q9WVM3	Anapc7
uniprot:Q9WVB2	Tle2
uniprot:Q9D8K1	1810065E05Rik
uniprot:Q61581	Igfbp7
uniprot:E9Q2T4	4930523C07Rik
uniprot:P21784	Rag2
uniprot:B2RWH3	Hist2h2aa1
uniprot:Q01887	Ryk
uniprot:B8QI33	Ppfia1
uniprot:Q3TZ22	Nlrp12
uniprot:Q9D9U4	Tex22
uniprot:P48725	Pcnt
uniprot:Q9ERQ8	Ca7
uniprot:Q8BVR3	Akap7
uniprot:Q8C6S0	Ltbp1
uniprot:P30306	Cdc25b
uniprot:D3YZI1	Izumo1r
uniprot:A2A9W5	Gga3
uniprot:Q3TQ85	Itsn2
uniprot:Q9Z0G7	Zbtb22
uniprot:Q05186	Rcn1
uniprot:P61237	Ypel3
uniprot:Q8C2K5	Rasal3
uniprot:Q91W67	Ubl7
uniprot:Q8C3P6	Atad2b
uniprot:Q3UEI1	Pde4c
uniprot:D3Z6N2	Fcho1
uniprot:Q9D8G1	Tm4sf5
uniprot:E9PZQ1	Ddx60
uniprot:Q8C817	Tmem200a
uniprot:Q8K335	Grwd1
uniprot:Q8C1W8	Nnt
uniprot:B2RRB2	Slc2a12
uniprot:Q0PD08	Rab42
uniprot:Q8VDN4	Ccdc92
uniprot:F6VXG5	Wt1
uniprot:Q5STT7	Itk
uniprot:E9PXX9	Slc28a1
uniprot:B1AXZ4	Elavl2
uniprot:E9Q4W7	Plk4
uniprot:A2RST1	Mgst2
uniprot:Q99JT9	Adi1
uniprot:P52963	Epb41l4a
uniprot:Q5ST18	Galnt10
uniprot:Q9JK62	Kcnk5
uniprot:Q810U5	Ccdc50
uniprot:Q8K4G5	Ablim1
uniprot:Q9D2Y8	Arl14
uniprot:O35427	Crcp
uniprot:A2AEV5	Wdr45
uniprot:Q8BWP2	Tnfsf13b
uniprot:B0V2Q7	Lclat1
uniprot:E9Q7C4	Prr14l
uniprot:F2Z432	Rit2
uniprot:D3YVJ8	Rdh13
uniprot:Q9D0K2	Oxct1
uniprot:Q5R1B0	TRAV17
uniprot:Q9D279	Misp
uniprot:B8JJC2	Fkbp5
uniprot:Q9JMC8	Epb41l4b
uniprot:Q80ST6	Nr1h5
uniprot:A2A9U8	Cela3a
uniprot:Q794H2	Nap1l3
uniprot:Q80UK0	Sestd1
uniprot:A7XUZ6	Skint6
uniprot:A2AC07	Cenpx
uniprot:Q52KB6	C2cd3
uniprot:Q3V0P3	Gm1527
uniprot:Q544K1	Slamf1
uniprot:Q8JZN5	Acad9
uniprot:Q8CID0	Kat14
uniprot:D3YTR0	Apc2
uniprot:A2AQA1	Zfp345
uniprot:Q9Z2U2	Zfp292
uniprot:Q7TN73	Casd1
uniprot:B2RQ06	Zbtb32
uniprot:Q5DTT1	Nexmif
uniprot:Q8BQJ2	3830417A13Rik
uniprot:Q64367	Sva
uniprot:Q8CC91	Cyp2j6
uniprot:Q91YP3	Dera
uniprot:E9Q9A6	Il20rb
uniprot:P31254	Uba1y
uniprot:A2RS58	Crkl
uniprot:D3YY03	Ccdc61
uniprot:P03995	Gfap
uniprot:B2KFY0	Serinc2
uniprot:P35413	Gpr3
uniprot:Q8CEB6	Akr1e1
uniprot:Q80TS8	Sel1l3
uniprot:Q9CRB3	Urah
uniprot:D3YYK0	Abhd11
uniprot:Q9D8B6	Fam210b
uniprot:Q8CD09	Lima1
uniprot:Q14B25	Prss48
uniprot:Q61012	Gngt1
uniprot:Q61850	Foxc2
uniprot:Q3U214	Mast3
uniprot:A2AL20	Cat
uniprot:P21180	C2
uniprot:Q61025	Ift20
uniprot:P28661	Septin4
uniprot:E0CY76	Tle3
uniprot:Q8C3Q5	Shisa7
uniprot:A2A9K3	Cep85
uniprot:Q5PPR2	Exoc1
uniprot:A2AA67	D930048N14Rik
uniprot:G3UYV4	Yap1
uniprot:Q99J21	Mcoln1
uniprot:Q61490	Alcam
uniprot:F2Z469	Matn4
uniprot:P42227	Stat3
uniprot:Q3TB05	Galnt9
uniprot:Q9DB29	Iah1
uniprot:D3Z168	Wbp1
uniprot:O35945	Aldh1a7
uniprot:E9PYI7	Lmo7
uniprot:E0CZ31	Pias3
uniprot:E0CXV9	Fbxw4
uniprot:Q3U7H1	Napsa
uniprot:D3YTK8	Nr3c1
uniprot:E9Q7Q6	Serinc2
uniprot:Q3U573	Stt3a
uniprot:Q8R2U6	Nudt4
uniprot:Q6NZC0	Adam10
uniprot:P51658	Hsd17b2
uniprot:G3X9T2	Zfp619
uniprot:Q99PV5	Bhlhe41
uniprot:Q5NBZ3	Drg1
uniprot:Q8BG22	Clca2
uniprot:Q9DB24	Tceal6
uniprot:B2RQF0	Slc35g3
uniprot:D3Z2M3	Dram2
uniprot:P27782	Lef1
uniprot:Q8CDM9	Tln2
uniprot:Q3TY32	Synpo
uniprot:Q920P5	Ak5
uniprot:P15261	Ifngr1
uniprot:Q5DU37	Zfyve26
uniprot:Q8C0J6	Sowahc
uniprot:Q08331	Calb2
uniprot:E9PXY3	Tmed5
uniprot:Q78HU3	Mvb12a
uniprot:P98154	Dgcr2
uniprot:Q64321	Zbtb7b
uniprot:A2A5J8	Ctsa
uniprot:Q3UQW2	Plagl1
uniprot:Q149F5	Tmem71
uniprot:Q3U5A0	Asb1
uniprot:E9Q9V7	Srcap
uniprot:Q9WUL2	Tle4
uniprot:Q9D8D6	Csta2
uniprot:Q8R1A8	Otc
uniprot:B0LAD9	Col6a1
uniprot:A2ARQ6	Serinc4
uniprot:E9Q6H8	Plekha5
uniprot:Q542Y0	Nqo1
uniprot:B0V2W5	Zfp472
uniprot:A2AUK8	Epb41l1
uniprot:A2A6P4	Fam104a
uniprot:Q8C752	Sept7
uniprot:Q9D4Y8	Tmem269
uniprot:E9PV80	Ncoa2
uniprot:B1AT82	Prpsap1
uniprot:B2RQF6	A830018L16Rik
uniprot:Q9QUN7	Tlr2
uniprot:P28843	Dpp4
uniprot:P56394	Cox17
uniprot:G3UXN2	Kifc1
uniprot:Q3V0J9	Ptprf
uniprot:P10168	Il7
uniprot:Q9D7P7	Clic3
uniprot:Q3UE17	Mex3d
uniprot:Q64437	Adh7
uniprot:Q8R0Z5	Slc25a28
uniprot:Q3UZT5	Thrb
uniprot:Q80WM3	Cplx4
uniprot:Q3U3T8	Wdr62
uniprot:E9Q7C1	Med15
uniprot:Q99JH7	Clstn3
uniprot:Q9MD77	mt-Nd4l
uniprot:Q8VDR7	Tgds
uniprot:Q541E5	Dnmt3b
uniprot:Q3UTF5	Gm10760
uniprot:E9Q1U7	Art3
uniprot:E9Q9H8	Tm4sf19
uniprot:Q9R1V7	Adam23
uniprot:Q3TCW6	Mmp12
uniprot:Q8K4E2	Cd226
uniprot:Q9CZJ1	Utp11
uniprot:E9Q2H8	Hagh
uniprot:Q3U5P4	Scpep1
uniprot:Q91VU7	Pus7
uniprot:P08071	Ltf
uniprot:Q7TPG4	Atf3
uniprot:Q99JY8	Plpp3
uniprot:O09158	Cyp3a25
uniprot:Q5DTL5	Slit2
uniprot:Q3UYE4	Actn3
uniprot:Q9CXV9	Dcun1d5
uniprot:Q80TF4	Klhl13
uniprot:Q7TSV2	Slc9a1
uniprot:P43029	Gdf7
uniprot:P58749	Tm6sf1
uniprot:Q8C992	A730015C16Rik
uniprot:Q9JHI5	Ivd
uniprot:Q923A2	Spdl1
uniprot:O70404	Vamp8
uniprot:E9QQ33	Sh3rf1
uniprot:A7E1W8	Siglec15
uniprot:Q8K385	FRRS1
uniprot:B2RVK6	Zfp784
uniprot:Q9JHL0	Lat2
uniprot:Q3U0I9	Snx8
uniprot:A7UAK5	Pfkfb3
uniprot:A6PWZ8	Slc43a3
uniprot:D3Z557	Lrrc8c
uniprot:Q6PD13	Zmynd11
uniprot:Q8BX71	Grk3
uniprot:D3YZF7	Vsig10l
uniprot:E0CY08	Rnf8
uniprot:Q3TM63	Slc9a2
uniprot:Q9D149	Lce1b
uniprot:Q3UZR5	Atp2c1
uniprot:Q91XK0	Tyr
uniprot:Q9D9H3	Mbd3l1
uniprot:Q9CWD0	Gtsf1l
uniprot:E9Q339	Lamb1
uniprot:D3Z1D7	Gprin2
uniprot:E0CXJ8	1700129C05Rik
uniprot:Q9CZ52	Antxr1
uniprot:Q8BI46	Rsrc2
uniprot:Q59IX2	Orc1
uniprot:D3YVJ7	Akr1b3
uniprot:Q8BYT6	Ankrd44
uniprot:E9PZG0	Apol11a
uniprot:Q3UMV5	Mrps9
uniprot:Q8BGK5	Slc35f1
uniprot:E9QMN5	Gatad2a
uniprot:Q5XG71	Utp20
uniprot:Q5F2F2	Abhd15
uniprot:Q91YP1	Bcdin3d
uniprot:B1AYQ0	Rsu1
uniprot:F8WHY8	Mta1
uniprot:E0CY33	Lmo3
uniprot:Q8VBX0	Asb13
uniprot:Q62005	Zp1
uniprot:Q8C5G2	Vash2
uniprot:Q6PEU8	Il21r
uniprot:Q3TVG3	Prdm4
uniprot:Q8K0F1	Tbc1d23
uniprot:Q3TEE9	Osgin2
uniprot:P51859	Hdgf
uniprot:Q7TQI3	Otub1
uniprot:Q4LDF6	Cfhr2
uniprot:Q9ERK5	Ptprv
uniprot:Q9R0D8	Wdr54
uniprot:Q8BSL7	Arf2
uniprot:Q148B1	Cyp2c65
uniprot:D3Z7X8	Zfp644
uniprot:Q9JKC0	Ccl24
uniprot:Q3TP84	Btc
uniprot:Q80V24	Vgll4
uniprot:Q8CIF6	Sidt2
uniprot:Q8BU82	Cp
uniprot:Q8BLD4	Tardbp
uniprot:Q8CAH4	Usp29
uniprot:F8WHN2	Cbx7
uniprot:Q68FD9	Kiaa1549
uniprot:Q14BW2	Cldn16
uniprot:Q8BK35	Nop53
uniprot:Q9QXA5	Lsm4
uniprot:Q3U4N2	Icmt
uniprot:Q8BUM4	Apon
uniprot:D3YXQ1	Tceanc2
uniprot:Q9D848	Defa39
uniprot:Q6PEV3	Wipf2
uniprot:Q9CQ44	Tmem218
uniprot:E9QNZ9	Pnpla3
uniprot:Q3UQH7	Usf1
uniprot:Q6X893	Slc44a1
uniprot:F6UJZ6	Dpf1
uniprot:Q2LC58	Bmi1
uniprot:Q497I8	Cox16
uniprot:E9Q8J5	Gm597
uniprot:Q8BUL6	Plekha1
uniprot:A0MA77	Dcpp2
uniprot:B0LM42	Gm21992
uniprot:E9Q912	Rap1gds1
uniprot:Q53YY3	Adipor2
uniprot:Q3US35	Slc1a4
uniprot:Q80Z38	Shank2
uniprot:D3YW66	Coq6
uniprot:Q8BZS9	Dhx32
uniprot:F8WIK5	Plekha2
uniprot:G3X914	Cul5
uniprot:Q9D7A0	Smtn
uniprot:P53986	Slc16a1
uniprot:P05555	Itgam
uniprot:Q60520	Sin3a
uniprot:Q3TMK3	Polr3b
uniprot:Q07763	Cd244
uniprot:G3UVW6	Prlr
uniprot:P56280	Tcl1a
uniprot:A2AWR3	Gpr155
uniprot:Q9D1I6	Mrpl14
uniprot:Q3U0X8	Cd96
uniprot:Q99J19	Smim11a
uniprot:Q3TTJ8	Gramd3
uniprot:D3Z3F1	Fip1l1
uniprot:E9Q3F7	Peg10
uniprot:Q6GQT7	Grip1
uniprot:A2ASC6	Rae1
uniprot:Q4VBF8	Sipa1l1
uniprot:Q9ERD7	Tubb3
uniprot:Q8BKX6	Smg1
uniprot:Q8C963	Ccdc159
uniprot:B1ATV3	Trpc3
uniprot:Q3UEV4	Lrp3
uniprot:Q8BQD1	Wnt8b
uniprot:Q8BZ52	Fsd2
uniprot:Q9Z132	Rspo1
uniprot:Q69ZS6	Sv2c
uniprot:E9PV69	Cacul1
uniprot:A2A864	Itgb4
uniprot:Q9CQ79	Txndc9
uniprot:P70193	Lrig1
uniprot:Q5BJ28	Ankhd1
uniprot:P70315	Was
uniprot:Q91YR2	Clk2
uniprot:Q62472	Lcn4
uniprot:F6XDW8	Usp32
uniprot:F8WJA7	Aff3
uniprot:Q6S5L9	Shc4
uniprot:Q3UGE8	Cfap46
uniprot:Q3TPK8	Rbms1
uniprot:Q923M0	Ppp1r16a
uniprot:Q9JJH7	Trpm5
uniprot:O89050	Mkln1
uniprot:A2AGB8	Bhlhb9
uniprot:D3Z4Z8	Rgs20
uniprot:Q9WUA3	Pfkp
uniprot:Q3V188	Endou
uniprot:Q02085	Snai1
uniprot:Q6ZQG3	Edem1
uniprot:Q8BPN8	Dmxl2
uniprot:P28741	Kif3a
uniprot:Q99KV1	Dnajb11
uniprot:P01921	H2-Ab1
uniprot:Q543X9	Tob2
uniprot:Q69ZQ2	Isy1
uniprot:D3YZP4	Rasgrp2
uniprot:Q9JHS9	Cwc15
uniprot:Q3TYL7	Dnajb1
uniprot:Q9DAX0	Fthl17a
uniprot:Q9CYV5	Tmem135
uniprot:E9Q026	C2cd5
uniprot:Q3TTG2	Srpk2
uniprot:Q9CWY3	Setd6
uniprot:Q6P6P9	Kcnk2
uniprot:Q14BC2	Atp5g3
uniprot:D3YY31	Slco2b1
uniprot:Q58E49	Hdac1
uniprot:Q8C9Q9	Specc1l
uniprot:Q9DB26	Phyhd1
uniprot:O89114	Dnajb5
uniprot:Q75N73	Slc39a14
uniprot:Q9Z0P5	Twf2
uniprot:P32300	Oprd1
uniprot:Q8BP13	Grk4
uniprot:Q8BPY9	Fignl1
uniprot:D3Z7I2	Atxn7l1
uniprot:Q71S44	Pglyrp2
uniprot:G3UWN9	Psme1
uniprot:Q8K0S2	Erich5
uniprot:E9QP50	BC016579
uniprot:Q148R9	Rgs9bp
uniprot:Q8QZV2	Shisa2
uniprot:Q3UTQ8	Cdkl5
uniprot:Q07646	Mest
uniprot:Q3TM10	Jpt2
uniprot:Q564F4	Cct4
uniprot:E0CX39	Ggact
uniprot:A3KG93	Kdm1a
uniprot:Q3TW27	Nelfcd
uniprot:E9PX96	Sva
uniprot:G5E8A0	Osbpl11
uniprot:Q9ERB5	Slco1c1
uniprot:D3Z6R9	Apex1
uniprot:Q3ULU3	Bcat2
uniprot:Q64347	Clcn1
uniprot:Q9CZJ2	Hspa12b
uniprot:O55082	Ptpn20
uniprot:E9PXN2	Endov
uniprot:Q8C3L5	Gm10283
uniprot:Q91XH5	Spr
uniprot:F7AIF3	Mast4
uniprot:Q0VEU7	Hoxa6
uniprot:Q9CRA0	Art4
uniprot:Q8VCQ8	Cald1
uniprot:D3YWZ0	Fbxl3
uniprot:Q9DA83	1700018B08Rik
uniprot:Q9DAM1	Lrrc34
uniprot:A2A5Y4	Kansl1
uniprot:Q2LEK5	Mdk
uniprot:Q925Q3	Slc8b1
uniprot:F6WJB7	Usp34
uniprot:Q8BYC6	Taok3
uniprot:Q3TQ29	Pum2
uniprot:Q8BTG3	Tcp11l1
uniprot:Q52KF7	Dlg3
uniprot:Q059Q8	Cox6b2
uniprot:Q8R1C6	Mettl22
uniprot:Q8R2U4	Ntmt1
uniprot:Q6GTN8	Nfe2l1
uniprot:Q3TPK9	Ctnnd2
uniprot:Q9CPQ6	Fbxw2
uniprot:Q0VF71	Nhlrc1
uniprot:Q0VB97	Trpc4
uniprot:Q3UW77	Gm12888
uniprot:D6RHT4	Nmd3
uniprot:G3UXT8	Bag6
uniprot:D6RE41	Nhlrc3
uniprot:P97364	Sephs2
uniprot:Q8BHF7	Pgs1
uniprot:E9Q4T5	Pla2g7
uniprot:Q8C3A0	Ptpn14
uniprot:G3UZ45	Gm19684
uniprot:Q9DBI2	Bbs10
uniprot:G3UYA6	Yap1
uniprot:Q6XZL8	Dot1l
uniprot:Q3U5K1	Ctss
uniprot:G3X959	Pphln1
uniprot:D3YVU7	Kdm2b
uniprot:O70378	Emc8
uniprot:E9Q906	Ctnnd1
uniprot:G3UXE5	Ddr1
uniprot:Q1HDU4	Arhgap9
uniprot:Q7TT42	trypsinogen
uniprot:Q3UG58	Myo1d
uniprot:Q3UVX2	Tiam1
uniprot:Q8K3F7	Tdh
uniprot:Q9CQT5	Pomp
uniprot:D3Z656	Synj1
uniprot:E9Q903	Ctnnd1
uniprot:Q6DI71	Dmpk
uniprot:Q9WU42	Ncor2
uniprot:B7ZCH5	Wdr31
uniprot:Q7TQH0	Atxn2l
uniprot:Q3V3C0	Polrmt
uniprot:F2Z3V5	Npepps
uniprot:Q3V4A0	Tmco1
uniprot:A2ASF9	Pde1a
uniprot:Q8CAI1	Ccdc142
uniprot:Q6LDU8	Ngf
uniprot:D6RGU0	Tex35
uniprot:Q61549	Adgre1
uniprot:D3Z5B7	Tmem262
uniprot:Q9CYH6	Rrs1
uniprot:O70556	Sprr2e
uniprot:P67984	Rpl22
uniprot:E0CY73	Lrmda
uniprot:Q9EPK7	Xpo7
uniprot:Q80X29	Egln2
uniprot:Q8BSI7	Ptcd3
uniprot:Q8VBT3	Oscar
uniprot:Q2NKI2	Vax1
uniprot:Q7TQ40	Zic5
uniprot:P61807	Snn
uniprot:E9PV66	Myo18b
uniprot:Q8BN69	Fam214a
uniprot:Q3UPQ5	Zfp160
uniprot:Q8BN07	Ppp2cb
uniprot:Q8VCU0	Angel1
uniprot:Q8VEH7	Oas1g
uniprot:Q3V2D6	Krtap1-4
uniprot:Q4VBF2	R3hdm4
uniprot:Q6XBG3	Abca14
uniprot:E9PUI5	Fnbp1l
uniprot:A2A715	Mrpl10
uniprot:Q3V3P1	Top3a
uniprot:Q8R2M0	Tceanc2
uniprot:P63328	Ppp3ca
uniprot:Q80ZZ0	Ehd1
uniprot:D3Z7P4	Gls
uniprot:D3YVT5	Ubash3b
uniprot:Q63930	Scgb1b27
uniprot:P26361	Cftr
uniprot:Q3U223	Gata3
uniprot:O88495	Gpr50
uniprot:D3Z1H9	Gltp
uniprot:Q3UII8	Mta3
uniprot:P46662	Nf2
uniprot:D6RFT4	Uty
uniprot:P15501	Sbp
uniprot:Q62465	Vat1
uniprot:Q545T6	Stmn3
uniprot:O88574	Sap30
uniprot:A2A997	C8a
uniprot:Q9CZL5	Pcbd2
uniprot:E9Q1Q0	Slc4a1ap
uniprot:A3KFM8	Chd6
uniprot:D3Z5I1	Zc3hav1
uniprot:B8JJ66	2310061I04Rik
uniprot:Q545F4	Hspb1
uniprot:Q3TTN2	Cast
uniprot:Q9QUS4	Hey2
uniprot:Q3UEK3	Eif3a
uniprot:Q3U5G2	Nfe2l3
uniprot:Q8BV23	Pla2g3
uniprot:Q64685	St6gal1
uniprot:A2AIR1	Rnf20
uniprot:P15379	Cd44
uniprot:Q8K2N7	Psmd11
uniprot:G3X9H1	Eif4e2
uniprot:P29341	Pabpc1
uniprot:D6REH5	Idua
uniprot:Q3UKC8	Gng5
uniprot:Q9CWG1	Glipr1
uniprot:D3YUD8	Gm9774
uniprot:Q6P571	Plk3
uniprot:Q9D2N8	Galnt15
uniprot:D3YU98	Tspan9
uniprot:Q8C1H5	mt-Nd1
uniprot:E0CZF3	Alg9
uniprot:O70361	Per3
uniprot:Q3US24	Bach1
uniprot:A2BI14	Ccdc171
uniprot:Q9ERV6	Egfr
uniprot:O09110	Map2k3
uniprot:P58044	Idi1
uniprot:Q80XK9	Serhl
uniprot:Q7TMK6	Hook2
uniprot:Q543T5	Scrg1
uniprot:Q3UE22	Rock1
uniprot:P97431	Irf6
uniprot:Q3V3J9	Gab3
uniprot:Q64441	Cyp24a1
uniprot:G3UW74	Med16
uniprot:Q687I5	Slc22a29
uniprot:Q8BQJ6	Trmt2b
uniprot:Q91Z67	Srgap2
uniprot:Q3TSW4	Ccnd3
uniprot:Q3UXG7	Pofut1
uniprot:A2AGJ2	Rmdn1
uniprot:A2AT93	Plcb4
uniprot:Q9QZ25	Vnn3
uniprot:D6RH55	Copa
uniprot:Q80VN9	Col9a1
uniprot:A2AJP9	Pdp1
uniprot:D3Z721	Rnf44
uniprot:Q99LQ1	Mbip
uniprot:G3X9J2	Rmdn2
uniprot:E9Q1U6	Ctif
uniprot:B2RUG4	Gli3
uniprot:Q91ZR3	Crebzf
uniprot:Q8BUT3	Gpr137c
uniprot:B1AWL2	Znf462
uniprot:Q542V6	Rcan1
uniprot:P12968	Iapp
uniprot:Q9DBA6	Tysnd1
uniprot:E0CX24	Gcc2
uniprot:O70306	Tbx15
uniprot:P70408	Cdh10
uniprot:P53564	Cux1
uniprot:Q8BG70	Sfmbt2
uniprot:Q9D2Q7	Uqcrh
uniprot:Q9Z2I0	Letm1
uniprot:Q9CWJ9	Atic
uniprot:Q6IEE6	Tmem132e
uniprot:Q3UXW4	Ppp1r9a
uniprot:A2A6H3	Fbxo47
uniprot:Q8CHR4	Vamp2
uniprot:D3Z1Z8	Stmn1
uniprot:Q5RKN9	Capza1
uniprot:Q8BL95	Cfap298
uniprot:D6RGT6	Helb
uniprot:Q8CBY3	Leng8
uniprot:Q6P6P7	Parp6
uniprot:D3YWY4	Grip1
uniprot:Q8VD35	Otx2
uniprot:E9Q824	Pik3c3
uniprot:P06683	C9
uniprot:E0CX75	Slf1
uniprot:Q8BLD3	Ccdc141
uniprot:P14234	Fgr
uniprot:Q0VFX2	Cfap157
uniprot:Q8CAZ9	Prelp
uniprot:Q3U379	Gpc1
uniprot:D3Z5K6	Dnajc19
uniprot:P52482	Ube2e1
uniprot:D6RGB1	Akr1c13
uniprot:Q8BM06	Nell2
uniprot:F6R9A8	Zfp958
uniprot:Q8BG09	Tmem184b
uniprot:Q9JHT5	Ammecr1
uniprot:Q80XL3	Rrh
uniprot:P97427	Crmp1
uniprot:Q9DA17	Tsga13
uniprot:Q3U5B1	Mavs
uniprot:Q8BXB6	Slco2b1
uniprot:B1AR92	Strada
uniprot:Q3UX68	Zfp81
uniprot:P31001	Des
uniprot:Q8BX57	Pxk
uniprot:Q3TU49	Polr1a
uniprot:O35927	Ctnnd2
uniprot:D3YUW7	Cgn
uniprot:D3YYC3	Setdb1
uniprot:Q505B8	Syce2
uniprot:D3YTR4	Mbd3
uniprot:Q8VBT9	Aspscr1
uniprot:Q01341	Adcy6
