From	To
D3YXR7	ENSMUSG00000059890
Q71KT5	ENSMUSG00000024799
Q5SSI6	ENSMUSG00000054079
Q283N4	ENSMUSG00000075543
B2RXQ2	ENSMUSG00000037519
Q8K1E0	ENSMUSG00000010110
Q9D8Y7	ENSMUSG00000013707
Q8BS35	ENSMUSG00000050103
Q8CE46	ENSMUSG00000033356
B1AU43	ENSMUSG00000020389
G3UY57	ENSMUSG00000050747
Q64458	ENSMUSG00000003053
P62313	ENSMUSG00000031683
Q05BF4	ENSMUSG00000021147
Q9D7D7	ENSMUSG00000055976
P10637	ENSMUSG00000018411
Q8BFY7	ENSMUSG00000020808
G5E8D7	ENSMUSG00000055933
Q9BCZ4	ENSMUSG00000075701
P50096	ENSMUSG00000003500
A2AQ95	ENSMUSG00000027224
Q9QZI9	ENSMUSG00000017707
Q9CZV8	ENSMUSG00000020883
B1AWZ3	ENSMUSG00000015242
Q8BFX2	ENSMUSG00000050945
P54843	ENSMUSG00000055435
P09535	ENSMUSG00000048583
Q3UHC1	ENSMUSG00000039844
P63078	ENSMUSG00000063594
P57746	ENSMUSG00000021114
Q8VIM9	ENSMUSG00000041037
F6TEU8	ENSMUSG00000028527
D3YYK9	ENSMUSG00000067851
Q9Z2Y3	ENSMUSG00000007617
E9Q2S6	ENSMUSG00000063047
Q5RJ54	ENSMUSG00000022228
P51410	ENSMUSG00000047215
P14733	ENSMUSG00000024590
G3X8Y9	ENSMUSG00000028023
D6RI41	ENSMUSG00000032680
Q8CFE3	ENSMUSG00000037896
Q641K5	ENSMUSG00000020032
Q8C2Q7	ENSMUSG00000007850
Q9DAY6	ENSMUSG00000075054
B1AUS0	ENSMUSG00000057000
Q9ES52	ENSMUSG00000026288
Q8K558	ENSMUSG00000023993
Q8K558	ENSMUSG00000116425
Q8BMD8	ENSMUSG00000040322
P70274	ENSMUSG00000064373
D3Z0T2	ENSMUSG00000040181
Q3V321	ENSMUSG00000025939
O54927	ENSMUSG00000017677
Q9D2V6	ENSMUSG00000021490
Q9DA48	ENSMUSG00000028264
P60335	ENSMUSG00000051695
P70126	ENSMUSG00000025425
F6XRE6	ENSMUSG00000001750
Q9CQH3	ENSMUSG00000027673
O54984	ENSMUSG00000052456
Q8BFR2	ENSMUSG00000034098
O35160	ENSMUSG00000025229
D6RGP2	ENSMUSG00000024002
Q8VIG1	ENSMUSG00000029249
Q6ZPG2	ENSMUSG00000073434
Q8BTY1	ENSMUSG00000039648
Q9QXT9	ENSMUSG00000020335
A2AWT7	ENSMUSG00000020923
D3Z6N5	ENSMUSG00000023039
A2AVQ5	ENSMUSG00000054362
Q9JJN0	ENSMUSG00000023953
Q6DFY8	ENSMUSG00000004031
B2RVR0	ENSMUSG00000058503
Q8CDT8	ENSMUSG00000022420
Q4VBW7	ENSMUSG00000025091
O70514	ENSMUSG00000048373
Q8R107	ENSMUSG00000021486
Q9Z238	ENSMUSG00000028212
B7XG46	ENSMUSG00000039742
P97333	ENSMUSG00000025810
O08919	ENSMUSG00000063160
Q923Z4	ENSMUSG00000046518
G3UZM3	ENSMUSG00000048000
B1ATP7	ENSMUSG00000020549
O89084	ENSMUSG00000032177
Q3TMX7	ENSMUSG00000036327
Q80T11	ENSMUSG00000045288
Q6NVG5	ENSMUSG00000039395
Q99NB5	ENSMUSG00000079025
Q8R322	ENSMUSG00000019715
G3UY98	ENSMUSG00000022160
Q8QZY3	ENSMUSG00000046323
Q6ZWR4	ENSMUSG00000024500
E9Q6C8	ENSMUSG00000035067
P52950	ENSMUSG00000030507
E0CYN1	ENSMUSG00000060743
E0CYA8	ENSMUSG00000054434
P56402	ENSMUSG00000023013
B2RWE8	ENSMUSG00000058655
A2BI28	ENSMUSG00000068686
E9Q450	ENSMUSG00000032366
D3YZ81	ENSMUSG00000023505
Q91V13	ENSMUSG00000036216
B8JK67	ENSMUSG00000022940
D3Z3Z6	ENSMUSG00000023902
Q8R2N1	ENSMUSG00000028435
Q8CAK1	ENSMUSG00000049287
Q8R056	ENSMUSG00000029086
P63034	ENSMUSG00000003269
Q6PCM1	ENSMUSG00000053470
P70353	ENSMUSG00000032897
P36552	ENSMUSG00000022742
D3Z630	ENSMUSG00000031698
F6S0S7	ENSMUSG00000048747
Q63934	ENSMUSG00000031688
Q3UNX5	ENSMUSG00000030935
P47962	ENSMUSG00000058558
G3UZR3	ENSMUSG00000024300
Q9JLL0	ENSMUSG00000024074
Q3TQ88	ENSMUSG00000049848
P35803	ENSMUSG00000031342
D3Z7G4	ENSMUSG00000078786
E9Q1T6	ENSMUSG00000001802
D6RFC4	ENSMUSG00000019303
Q9CV28	ENSMUSG00000026767
E9PWW8	ENSMUSG00000068457
E9PZD8	ENSMUSG00000003617
F6R8N2	ENSMUSG00000005503
E9Q6B1	ENSMUSG00000039555
D3YUQ0	ENSMUSG00000040537
Q80ZJ2	ENSMUSG00000027531
F6RUP6	ENSMUSG00000023791
D3Z2U9	ENSMUSG00000052485
Q6PDK8	ENSMUSG00000039982
D3YWR1	ENSMUSG00000029209
Q5SW13	ENSMUSG00000010554
E0CYM0	ENSMUSG00000068299
Q9CQL4	ENSMUSG00000029066
B1PQU4	ENSMUSG00000030378
Q8BGV5	ENSMUSG00000060397
Q922H7	ENSMUSG00000049907
Q3U5M3	ENSMUSG00000040771
Q3U5M3	ENSMUSG00000116513
D6RCX2	ENSMUSG00000034349
Q9WTR6	ENSMUSG00000027737
Q80YT9	ENSMUSG00000032940
Q9CQ82	ENSMUSG00000028549
Q9CQ82	ENSMUSG00000115904
P60843	ENSMUSG00000059796
Q7TQI8	ENSMUSG00000041096
Q8BVP1	ENSMUSG00000031651
Q8R0B5	ENSMUSG00000021848
Q5RL79	ENSMUSG00000042747
Q8C2E7	ENSMUSG00000022350
O88508	ENSMUSG00000020661
Q5SU47	ENSMUSG00000020300
Q9Z1A9	ENSMUSG00000003134
O35066	ENSMUSG00000020668
D3Z4R3	ENSMUSG00000015980
Q80XB4	ENSMUSG00000049134
E0CY86	ENSMUSG00000036395
A2AGE0	ENSMUSG00000033985
Q91XY8	ENSMUSG00000102742
F8WI55	ENSMUSG00000027835
Q3U319	ENSMUSG00000030816
D3YTN0	ENSMUSG00000042109
E9Q3U5	ENSMUSG00000022020
Q9WTY4	ENSMUSG00000044217
Q0VGU5	ENSMUSG00000066735
Q62318	ENSMUSG00000005566
E9QNP7	ENSMUSG00000071633
Q01279	ENSMUSG00000020122
Q9R187	ENSMUSG00000003227
Q9R0A0	ENSMUSG00000028975
G3UXU1	ENSMUSG00000079557
D6RDS8	ENSMUSG00000011118
P97432	ENSMUSG00000017119
D6RGU9	ENSMUSG00000020634
E9QLJ3	ENSMUSG00000018076
Q3UH99	ENSMUSG00000053930
Q8K2N3	ENSMUSG00000040195
Q9D1H9	ENSMUSG00000042436
B9EKJ3	ENSMUSG00000034602
Q8VDT9	ENSMUSG00000044018
Q3UR44	ENSMUSG00000005611
G5E8B4	ENSMUSG00000036521
P56203	ENSMUSG00000024910
P56480	ENSMUSG00000025393
Q8BK32	ENSMUSG00000018501
B8JJB3	ENSMUSG00000021493
Q6XL63	ENSMUSG00000061877
Q9D358	ENSMUSG00000044573
Q3U1Q3	ENSMUSG00000070691
Q7TSC3	ENSMUSG00000037738
Q8CAA7	ENSMUSG00000030729
B7FAU5	ENSMUSG00000001964
E9QMN8	ENSMUSG00000022899
D3Z4X6	ENSMUSG00000040415
O09030	ENSMUSG00000017057
B7ZBV4	ENSMUSG00000016346
E9Q8A6	ENSMUSG00000024431
E0CXG0	ENSMUSG00000042790
E9QNT5	ENSMUSG00000028899
Q307W7	ENSMUSG00000073774
G3X9N4	ENSMUSG00000026788
D3Z653	ENSMUSG00000047767
B1ATI7	ENSMUSG00000019102
O09049	ENSMUSG00000030017
Q61387	ENSMUSG00000024248
B1AR48	ENSMUSG00000018565
Q9D300	ENSMUSG00000020374
D3YX18	ENSMUSG00000068068
Q00724	ENSMUSG00000024990
A2A9X8	ENSMUSG00000045775
P15037	ENSMUSG00000022895
G5E905	ENSMUSG00000024298
Q70UZ7	ENSMUSG00000025082
P21278	ENSMUSG00000034781
Q3UTJ2	ENSMUSG00000031626
E9Q4D0	ENSMUSG00000030513
G3XA73	ENSMUSG00000059714
Q08EB1	ENSMUSG00000042564
Q8CGU1	ENSMUSG00000023055
B1ASH4	ENSMUSG00000057751
B2RVL6	ENSMUSG00000055538
P70424	ENSMUSG00000062312
Q9D2B4	ENSMUSG00000063428
P43432	ENSMUSG00000004296
E9Q5X7	ENSMUSG00000039717
Q9Z1T6	ENSMUSG00000025949
Q5SWN2	ENSMUSG00000000751
Q8BGL3	ENSMUSG00000030378
Q9CXQ9	ENSMUSG00000029684
F6TXE3	ENSMUSG00000019795
E9PWZ6	ENSMUSG00000004677
Q8BIZ6	ENSMUSG00000050213
E9PWS6	ENSMUSG00000067541
Q3UQP0	ENSMUSG00000003476
P41158	ENSMUSG00000026436
O35955	ENSMUSG00000031897
Q8CGR7	ENSMUSG00000026839
Q0P5V2	ENSMUSG00000038248
Q9R0P9	ENSMUSG00000029223
Q9Z179	ENSMUSG00000022322
P22599	ENSMUSG00000071178
Q8VD31	ENSMUSG00000038213
Q922J9	ENSMUSG00000030759
P59325	ENSMUSG00000021282
Q9D162	ENSMUSG00000024018
Q9CWF6	ENSMUSG00000031755
D3YX14	ENSMUSG00000025408
Q99K67	ENSMUSG00000029695
Q8K371	ENSMUSG00000032531
E9Q2Q7	ENSMUSG00000032554
Q8BX10	ENSMUSG00000029500
Q80X37	ENSMUSG00000005087
Q3U3V1	ENSMUSG00000031444
Q91V78	ENSMUSG00000037706
Q8BIF0	ENSMUSG00000035776
Q9JIW5	ENSMUSG00000027796
Q9DD18	ENSMUSG00000027430
Q6GT43	ENSMUSG00000031384
G3UWR7	ENSMUSG00000067786
Q6PI17	ENSMUSG00000017466
D3YXL8	ENSMUSG00000024663
A2ASB0	ENSMUSG00000074825
A2AQ07	ENSMUSG00000016255
Q8C281	ENSMUSG00000021585
Q3TN15	ENSMUSG00000026393
P54731	ENSMUSG00000010517
P35374	ENSMUSG00000068122
Q91WG7	ENSMUSG00000022861
Q9CQJ0	ENSMUSG00000028148
Q62187	ENSMUSG00000026803
Q0VBD0	ENSMUSG00000025321
Q6DFV1	ENSMUSG00000042029
E9Q9B7	ENSMUSG00000036333
Q9ERI5	ENSMUSG00000056962
G3X8X1	ENSMUSG00000024424
Q9ESN5	ENSMUSG00000021714
Q8BQR4	ENSMUSG00000022992
Q3UZI5	ENSMUSG00000029838
A2AFH2	ENSMUSG00000047079
Q8R3C7	ENSMUSG00000033658
D3Z419	ENSMUSG00000037426
Q8C145	ENSMUSG00000024270
Q65CL1	ENSMUSG00000060843
G3UX64	ENSMUSG00000061607
Q91VC9	ENSMUSG00000041028
D6RJL2	ENSMUSG00000053730
Q80YT7	ENSMUSG00000038170
Q8C1R2	ENSMUSG00000021557
Q8BI79	ENSMUSG00000039963
Q3UTE0	ENSMUSG00000034206
F6W687	ENSMUSG00000003038
P45878	ENSMUSG00000056629
Q8BVF9	ENSMUSG00000050022
D6RI95	ENSMUSG00000020100
D3Z4M6	ENSMUSG00000032128
Q8CI96	ENSMUSG00000024059
Q99LJ6	ENSMUSG00000028597
Q8BNX1	ENSMUSG00000074491
Q8VCD7	ENSMUSG00000028397
B0QZP7	ENSMUSG00000050106
F8WIG8	ENSMUSG00000059149
Q6RHR9	ENSMUSG00000045095
Q9Z0N2	ENSMUSG00000069049
D3YW57	ENSMUSG00000030707
P56563	ENSMUSG00000093639
E9PUD3	ENSMUSG00000066191
Q9DAB5	ENSMUSG00000048155
Q64327	ENSMUSG00000002768
E9QQ02	ENSMUSG00000043531
P52196	ENSMUSG00000044986
Q99L47	ENSMUSG00000022403
Q8BRB1	ENSMUSG00000052504
E9PY08	ENSMUSG00000022893
A2ANC5	ENSMUSG00000068264
Q8VCA8	ENSMUSG00000020877
O54962	ENSMUSG00000024844
E9Q4A4	ENSMUSG00000022471
G5E890	ENSMUSG00000040929
G3X9S3	ENSMUSG00000000244
Q8BYG0	ENSMUSG00000051036
O55125	ENSMUSG00000034285
D3YW33	ENSMUSG00000019066
Q9D4Z5	ENSMUSG00000031411
Q03401	ENSMUSG00000025431
B1AYL1	ENSMUSG00000034810
Q5NC41	ENSMUSG00000013653
E9PYY0	ENSMUSG00000060147
F8WGU3	ENSMUSG00000040728
B8JJC1	ENSMUSG00000021177
E0CY49	ENSMUSG00000025533
Q9DA04	ENSMUSG00000025652
Q9DA04	ENSMUSG00000107174
P59328	ENSMUSG00000037572
G3UWE4	ENSMUSG00000022589
Q8R332	ENSMUSG00000114797
Q8R332	ENSMUSG00000063895
Q3UUV0	ENSMUSG00000039205
Q80YY7	ENSMUSG00000028358
G3UZ59	ENSMUSG00000024019
D3YVZ1	ENSMUSG00000032327
P25801	ENSMUSG00000032698
Q08761	ENSMUSG00000022912
D3Z4Q6	ENSMUSG00000006345
Q3TZS3	ENSMUSG00000025348
O70394	ENSMUSG00000005465
Q3TGF5	ENSMUSG00000020124
F6VYQ6	ENSMUSG00000017264
Q9CS74	ENSMUSG00000021810
P16045	ENSMUSG00000068220
Q3U9R5	ENSMUSG00000026835
Q8CEF1	ENSMUSG00000033319
Q8BR72	ENSMUSG00000024073
B2RUE8	ENSMUSG00000026074
O35310	ENSMUSG00000051022
D3YYR0	ENSMUSG00000029752
Q91Y84	ENSMUSG00000020884
Q9EQC5	ENSMUSG00000024941
F6S1M4	ENSMUSG00000000753
P97438	ENSMUSG00000037624
P22091	ENSMUSG00000028717
G5E8V2	ENSMUSG00000089661
F8VPM7	ENSMUSG00000030172
A2AR50	ENSMUSG00000038831
Q3U435	ENSMUSG00000023903
P22272	ENSMUSG00000027947
Q8VE38	ENSMUSG00000021906
Q9CQ39	ENSMUSG00000030291
Q61026	ENSMUSG00000005886
D3Z7V9	ENSMUSG00000036989
Q9DC22	ENSMUSG00000026571
B7ZCB9	ENSMUSG00000027522
A2AEW5	ENSMUSG00000031153
E9PZ16	ENSMUSG00000028763
D3Z3R4	ENSMUSG00000042323
E9Q866	ENSMUSG00000037851
Q8K094	ENSMUSG00000040511
F7BUZ0	ENSMUSG00000006143
E0CYR5	ENSMUSG00000022500
D6RDS0	ENSMUSG00000030780
D3Z6P7	ENSMUSG00000029255
E0CYV3	ENSMUSG00000025533
P61166	ENSMUSG00000036372
Q9WVA4	ENSMUSG00000026547
O55240	ENSMUSG00000025350
F8WJC2	ENSMUSG00000019868
D3YYP6	ENSMUSG00000037822
Q8BGU5	ENSMUSG00000024286
P97368	ENSMUSG00000041420
A2A7I0	ENSMUSG00000078497
Q6P1D5	ENSMUSG00000058153
Q91XQ6	ENSMUSG00000022257
Q9ESN4	ENSMUSG00000049630
Q3UFK8	ENSMUSG00000024816
Q8C9T1	ENSMUSG00000052760
O09105	ENSMUSG00000048015
Q8BIK6	ENSMUSG00000033177
Q8VIK2	ENSMUSG00000035559
Q8VIK2	ENSMUSG00000111476
Q8BRB0	ENSMUSG00000027742
D3YUF5	ENSMUSG00000026667
E9Q4F6	ENSMUSG00000034462
D6RET4	ENSMUSG00000020070
E0CYW6	ENSMUSG00000037720
Q9D9Q6	ENSMUSG00000019732
Q8BGZ2	ENSMUSG00000029461
Q9CPY4	ENSMUSG00000024856
Q9CPY4	ENSMUSG00000097485
A2A6Z2	ENSMUSG00000047798
Q8K288	ENSMUSG00000044469
Q9ET26	ENSMUSG00000006418
Q9CW73	ENSMUSG00000045994
P11588	ENSMUSG00000094793
B7ZNK8	ENSMUSG00000020003
Q80U38	ENSMUSG00000047153
Q8K440	ENSMUSG00000020620
Q9QZZ6	ENSMUSG00000026574
Q8R079	ENSMUSG00000022684
D6RE32	ENSMUSG00000026047
A2AE95	ENSMUSG00000028860
Q8JZS2	ENSMUSG00000048416
Q5SWT7	ENSMUSG00000018654
Q61545	ENSMUSG00000009079
Q9D7M5	ENSMUSG00000024512
Q5SWZ5	ENSMUSG00000005417
Q8BN58	ENSMUSG00000024043
D3Z2Q7	ENSMUSG00000066842
Q3TF41	ENSMUSG00000058799
Q91Y74	ENSMUSG00000032038
G3UWH1	ENSMUSG00000064120
G5E814	ENSMUSG00000002379
Q8BW75	ENSMUSG00000040147
E9Q577	ENSMUSG00000025878
Q8BFQ9	ENSMUSG00000040102
D3Z7X0	ENSMUSG00000042647
P16015	ENSMUSG00000027559
P51880	ENSMUSG00000019874
P06151	ENSMUSG00000063229
Q91YE7	ENSMUSG00000032580
Q9JHG0	ENSMUSG00000040380
Q8BYY9	ENSMUSG00000066364
P32043	ENSMUSG00000022485
Q791V5	ENSMUSG00000027282
Q791V5	ENSMUSG00000111714
Q9D0B6	ENSMUSG00000031226
Q6ZWY6	ENSMUSG00000063447
Q8BSV3	ENSMUSG00000048186
B1AWT4	ENSMUSG00000028278
Q6PGB9	ENSMUSG00000061603
A0JLY1	ENSMUSG00000070883
Q5SRP0	ENSMUSG00000028403
Q91ZW8	ENSMUSG00000031495
P16283	ENSMUSG00000006576
A2A6T4	ENSMUSG00000018858
D3YVV7	ENSMUSG00000030411
Q9DBU6	ENSMUSG00000034544
Q5DTL9	ENSMUSG00000026904
B1ASD2	ENSMUSG00000079509
O70497	ENSMUSG00000026835
Q1RME7	ENSMUSG00000022996
A7UAK4	ENSMUSG00000026773
F8WJ10	ENSMUSG00000022822
Q3U1T3	ENSMUSG00000012076
O70324	ENSMUSG00000033965
Q60790	ENSMUSG00000031453
Q64519	ENSMUSG00000025743
O70622	ENSMUSG00000030401
Q9QZ41	ENSMUSG00000002297
D3Z2M9	ENSMUSG00000031865
F8WHY9	ENSMUSG00000029510
Q9QVN7	ENSMUSG00000059540
D6RFR3	ENSMUSG00000061576
A3KGH6	ENSMUSG00000070730
Q5F2A4	ENSMUSG00000089669
Q91UZ8	ENSMUSG00000051486
A2AJ96	ENSMUSG00000006476
O35316	ENSMUSG00000030096
G5E8S7	ENSMUSG00000063445
Q2VPR5	ENSMUSG00000045835
E9Q2J6	ENSMUSG00000024969
Q3TFQ1	ENSMUSG00000021930
A2AQ47	ENSMUSG00000075415
Q4FE56	ENSMUSG00000031010
Q9EPU4	ENSMUSG00000034022
Q4G1G9	ENSMUSG00000033952
E9PUQ9	ENSMUSG00000014444
Q3KNM2	ENSMUSG00000023307
Q3KNM2	ENSMUSG00000111123
Q3ULZ2	ENSMUSG00000041842
B2KF10	ENSMUSG00000005936
Q9CY50	ENSMUSG00000021427
Q06806	ENSMUSG00000033191
Q61133	ENSMUSG00000033318
Q7TS68	ENSMUSG00000026707
D3Z4D7	ENSMUSG00000030116
D3YZL3	ENSMUSG00000039841
Q5MJ57	ENSMUSG00000030761
O54785	ENSMUSG00000020451
B1AT87	ENSMUSG00000061878
G3UVV2	ENSMUSG00000038212
Q6PIG8	ENSMUSG00000045994
E9Q2I4	ENSMUSG00000042507
A2AEG2	ENSMUSG00000040586
Q8BQQ8	ENSMUSG00000053706
P58802	ENSMUSG00000034412
A2A723	ENSMUSG00000008763
D6RIM1	ENSMUSG00000008318
Q8R180	ENSMUSG00000021831
Q3UKK2	ENSMUSG00000008789
D6RDR0	ENSMUSG00000022498
Q8BGR1	ENSMUSG00000024227
D6RGN4	ENSMUSG00000024099
Q9EPW2	ENSMUSG00000030087
A2APR1	ENSMUSG00000028750
D3Z169	ENSMUSG00000034275
F8WHM3	ENSMUSG00000006576
Q9DCR2	ENSMUSG00000024480
Q9Z1D9	ENSMUSG00000029627
Q8BVQ5	ENSMUSG00000030718
A6PW84	ENSMUSG00000028641
Q3U0L2	ENSMUSG00000022237
Q6PB93	ENSMUSG00000089704
Q6PB93	ENSMUSG00000092329
D3Z585	ENSMUSG00000024663
E9Q9F3	ENSMUSG00000029761
Q8C0R9	ENSMUSG00000040367
E9QM90	ENSMUSG00000026319
D3YWB9	ENSMUSG00000031772
Q3UJB0	ENSMUSG00000024853
B1ATS5	ENSMUSG00000020788
E9Q732	ENSMUSG00000032425
G3X9G4	ENSMUSG00000033335
A2AGQ2	ENSMUSG00000040687
Q8C784	ENSMUSG00000046096
A2AHZ3	ENSMUSG00000040749
A2AH98	ENSMUSG00000047045
Q8R2I6	ENSMUSG00000047390
P86174	ENSMUSG00000092060
D3YUL4	ENSMUSG00000022044
Q8VI78	ENSMUSG00000002847
P14220	ENSMUSG00000051839
E9Q1K1	ENSMUSG00000031631
F2Z456	ENSMUSG00000018042
P56501	ENSMUSG00000032942
Q7TQG5	ENSMUSG00000032340
Q61985	ENSMUSG00000038615
D3YUF4	ENSMUSG00000031442
Q6P5G5	ENSMUSG00000031352
Q6ZQI3	ENSMUSG00000048578
Q8BL48	ENSMUSG00000020770
Q3UV71	ENSMUSG00000030306
P15208	ENSMUSG00000005534
P20662	ENSMUSG00000000103
D6RG90	ENSMUSG00000026767
Q9R1X4	ENSMUSG00000039994
O55186	ENSMUSG00000032679
E9PVH6	ENSMUSG00000027288
E9PVG1	ENSMUSG00000061535
F8VPR8	ENSMUSG00000032525
F8VPM9	ENSMUSG00000021366
F6YIN5	ENSMUSG00000001052
D6RE18	ENSMUSG00000032311
D3YZA7	ENSMUSG00000022680
B0F3S4	ENSMUSG00000037922
E9Q5W2	ENSMUSG00000043986
Q64261	ENSMUSG00000040274
Q8VEL0	ENSMUSG00000023074
Q80VY9	ENSMUSG00000040620
P68037	ENSMUSG00000038965
Q60943	ENSMUSG00000002897
Q7TPM6	ENSMUSG00000011589
Q9R1S8	ENSMUSG00000021893
B7ZW87	ENSMUSG00000030336
Q9CWV4	ENSMUSG00000046942
Q3UR63	ENSMUSG00000034673
G3UZS0	ENSMUSG00000021506
G3UY19	ENSMUSG00000038943
D3Z145	ENSMUSG00000020622
P62869	ENSMUSG00000055839
E9Q6R1	ENSMUSG00000090210
A2A5R4	ENSMUSG00000039501
E9Q8D7	ENSMUSG00000017144
O54951	ENSMUSG00000001227
D3Z0Y2	ENSMUSG00000026701
Q91WN3	ENSMUSG00000041052
F6SPW1	ENSMUSG00000032508
Q3U515	ENSMUSG00000043789
O35129	ENSMUSG00000004264
Q91WT4	ENSMUSG00000034278
Q8BZ10	ENSMUSG00000079451
A2AIG6	ENSMUSG00000027198
G3UXW9	ENSMUSG00000025156
Q3V125	ENSMUSG00000071104
Q9CZQ9	ENSMUSG00000063145
Q9WVJ2	ENSMUSG00000025487
Q8BX94	ENSMUSG00000039050
G3UZF0	ENSMUSG00000032376
B0R002	ENSMUSG00000035969
Q501J6	ENSMUSG00000055065
Q921L3	ENSMUSG00000052428
Q8VDK3	ENSMUSG00000027186
Q80WC1	ENSMUSG00000038538
Q60634	ENSMUSG00000061981
P63154	ENSMUSG00000001767
O70480	ENSMUSG00000026696
G3X8R0	ENSMUSG00000005873
O35387	ENSMUSG00000027944
Q8CJI4	ENSMUSG00000048077
Q61152	ENSMUSG00000026126
Q9JKE1	ENSMUSG00000041754
Q9JKE1	ENSMUSG00000116176
G3XA49	ENSMUSG00000054723
Q6P9R2	ENSMUSG00000036737
B1AW91	ENSMUSG00000027257
Q3TG90	ENSMUSG00000024277
P97946	ENSMUSG00000031380
Q9D3Y2	ENSMUSG00000030877
Q5SSH8	ENSMUSG00000057778
D3YUK4	ENSMUSG00000040048
Q9D1K7	ENSMUSG00000027327
Q5SSZ5	ENSMUSG00000020422
D3Z0D5	ENSMUSG00000000884
G5E829	ENSMUSG00000019943
P18052	ENSMUSG00000027303
F8VQF3	ENSMUSG00000052496
A2AT67	ENSMUSG00000051747
Q3UNA4	ENSMUSG00000042271
Q922D8	ENSMUSG00000021048
E9Q9B3	ENSMUSG00000036966
P97351	ENSMUSG00000028081
D3YZ46	ENSMUSG00000064267
Q9CYZ8	ENSMUSG00000003992
Q8VC90	ENSMUSG00000015335
D3YW49	ENSMUSG00000031561
Q8R0S4	ENSMUSG00000017412
Q91ZI8	ENSMUSG00000075707
P03911	ENSMUSG00000064363
Q8BP74	ENSMUSG00000063179
Q8CBW7	ENSMUSG00000031327
Q9DBT6	ENSMUSG00000055322
B2RW11	ENSMUSG00000049097
Q3U7X6	ENSMUSG00000029007
Q8K0S9	ENSMUSG00000021113
Q2MKA5	ENSMUSG00000035594
A2AUM0	ENSMUSG00000005102
Q3UML2	ENSMUSG00000047030
Q8C0X7	ENSMUSG00000026331
Q9R0M8	ENSMUSG00000031156
F6QWW7	ENSMUSG00000075284
P39053	ENSMUSG00000026825
Q1RLK4	ENSMUSG00000035121
Q8BUN9	ENSMUSG00000037996
E0CYF5	ENSMUSG00000022553
A3KGH5	ENSMUSG00000070730
D3YYN6	ENSMUSG00000055214
G3X9H6	ENSMUSG00000058897
Q99J45	ENSMUSG00000029148
D3Z7G0	ENSMUSG00000090165
Q8CF89	ENSMUSG00000022414
D3YXJ5	ENSMUSG00000072568
E9QKL0	ENSMUSG00000040661
Q8C6I5	ENSMUSG00000027618
Q810M1	ENSMUSG00000057816
Q8C3X2	ENSMUSG00000030613
E9Q6V8	ENSMUSG00000034255
Q9ERS5	ENSMUSG00000031557
P62754	ENSMUSG00000028495
E9PYH2	ENSMUSG00000028937
Q9D1M4	ENSMUSG00000001707
C5H8V4	ENSMUSG00000025993
E9Q1I2	ENSMUSG00000025374
B2FDI0	ENSMUSG00000056486
Q8BTF8	ENSMUSG00000039717
O54832	ENSMUSG00000018259
Q3TFD0	ENSMUSG00000025403
Q3TZR9	ENSMUSG00000099083
E9PW90	ENSMUSG00000040025
E9Q8P5	ENSMUSG00000028273
Q9CW07	ENSMUSG00000050423
A2A7P3	ENSMUSG00000028645
A2ALF0	ENSMUSG00000054405
D3Z161	ENSMUSG00000041313
F2Z438	ENSMUSG00000056770
Q3TQG9	ENSMUSG00000020420
E9Q555	ENSMUSG00000070327
Q3UHM7	ENSMUSG00000020262
Q9D6S9	ENSMUSG00000050704
D3Z4L7	ENSMUSG00000090247
Q99N94	ENSMUSG00000028140
O35177	ENSMUSG00000021365
O88310	ENSMUSG00000038209
E0CY06	ENSMUSG00000054065
A2ABZ8	ENSMUSG00000025142
O35648	ENSMUSG00000021537
P40646	ENSMUSG00000063060
E9PW26	ENSMUSG00000006932
D3Z432	ENSMUSG00000035547
Q3UM33	ENSMUSG00000024454
E9Q392	ENSMUSG00000030254
D6RI14	ENSMUSG00000040234
A2AFM1	ENSMUSG00000025270
D3YW97	ENSMUSG00000027746
P50586	ENSMUSG00000031028
Q4KL36	ENSMUSG00000001943
Q8CCA6	ENSMUSG00000027684
Q8K4T3	ENSMUSG00000026027
O35682	ENSMUSG00000068566
O35682	ENSMUSG00000097829
Q8BUD0	ENSMUSG00000044317
B7ZC71	ENSMUSG00000028608
A2AT66	ENSMUSG00000051747
Q6NZE7	ENSMUSG00000036022
Q8C042	ENSMUSG00000048029
E9PVM9	ENSMUSG00000015474
B1AV54	ENSMUSG00000028671
Q9QZ85	ENSMUSG00000054072
P32261	ENSMUSG00000026715
Q3UUY6	ENSMUSG00000027376
B7ZBY7	ENSMUSG00000078923
D6RI43	ENSMUSG00000030753
G5E863	ENSMUSG00000025892
D6RFR0	ENSMUSG00000052854
Q9Z309	ENSMUSG00000037493
F8WI70	ENSMUSG00000102422
F8WI70	ENSMUSG00000027777
E9PUZ8	ENSMUSG00000026405
Q8R4C2	ENSMUSG00000020070
Q9D1P4	ENSMUSG00000001774
Q8VIN7	ENSMUSG00000019787
Q80Y56	ENSMUSG00000014550
D3YY16	ENSMUSG00000060791
A2AIU7	ENSMUSG00000026976
F7AA26	ENSMUSG00000089945
Q8R0F5	ENSMUSG00000031107
A2ASX5	ENSMUSG00000025783
G5E870	ENSMUSG00000026219
Q4QQM4	ENSMUSG00000068735
D6RJJ6	ENSMUSG00000017418
Q8BYK8	ENSMUSG00000042851
Q5DTW7	ENSMUSG00000032712
E9Q6P3	ENSMUSG00000071669
